city,iteractions_count,clickout_sum,user_id_unique,session_id_unique,item_id_unique,step_median,item_per_session
"Andorra la Vella, Andorra",6828,731.0,424,473,69,22.0,0.14587737843551796
"Eskisehir, Turkey",6562,727.0,366,431,69,25.0,0.16009280742459397
"Brașov, Romania",5032,726.0,427,461,195,18.0,0.4229934924078091
"Atlantic City, USA",5349,725.0,435,507,62,21.0,0.1222879684418146
"Yalova, Turkey",7258,723.0,363,405,69,31.0,0.17037037037037037
"Kumamoto, Japan",2632,722.0,327,396,92,7.0,0.23232323232323232
"Alicante, Spain",7597,720.0,409,472,153,26.0,0.3241525423728814
"Córdoba City, Argentina",8647,720.0,437,523,174,25.0,0.3326959847036329
"Hakodate, Japan",2936,715.0,339,421,90,9.0,0.21377672209026127
"Tulum, Mexico",15306,710.0,482,529,242,55.0,0.45746691871455575
"Villa Gesell, Argentina",4992,709.0,403,462,197,15.0,0.4264069264069264
"Amritsar, India",8749,702.0,390,452,189,31.0,0.41814159292035397
"Dortmund, Germany",4614,702.0,321,364,90,17.5,0.24725274725274726
"Dallas, USA",7820,700.0,322,365,211,36.0,0.5780821917808219
"Campinas, Brazil",10178,697.0,418,492,91,37.0,0.18495934959349594
"Philadelphia, USA",8796,696.0,381,454,164,38.0,0.36123348017621143
"Matsuyama, Japan",2522,694.0,365,443,86,5.0,0.19413092550790068
"Hualien City, Taiwan",5251,692.0,379,470,241,28.0,0.5127659574468085
"Tampere, Finland",3005,690.0,300,370,36,9.0,0.0972972972972973
"Nottingham, United Kingdom",4364,686.0,361,408,100,15.0,0.24509803921568626
"Yalta, Crimea",4838,680.0,299,332,86,23.0,0.25903614457831325
"Davao City, Philippines",5511,678.0,248,306,112,33.0,0.3660130718954248
"Pantai Cenang, Malaysia",12916,677.0,380,485,175,39.0,0.36082474226804123
"Gaziantep, Turkey",5801,675.0,274,311,56,26.0,0.18006430868167203
"Velha Goa, India",7000,674.0,674,711,388,16.0,0.5457102672292545
"Rotorua, New Zealand",5836,673.0,336,405,133,21.0,0.32839506172839505
"Bratislava, Slovakia",6370,672.0,363,419,153,28.0,0.36515513126491644
"Lima, Peru",8520,671.0,413,452,295,36.0,0.6526548672566371
"Edmonton, Canada",5546,670.0,345,396,123,22.0,0.3106060606060606
"Playa del Inglés, Spain",6026,668.0,402,498,214,19.0,0.42971887550200805
"Phoenix, USA",8190,668.0,375,448,204,31.0,0.45535714285714285
"Rostock, Germany",4911,667.0,402,460,104,17.0,0.22608695652173913
"Bonito, Brazil",10436,659.0,449,496,92,41.5,0.18548387096774194
"Belgrade, Serbia",4663,655.0,373,428,235,16.0,0.5490654205607477
"São Luís, Brazil",9499,655.0,326,391,72,44.0,0.18414322250639387
"Niigata, Japan",2195,655.0,317,375,75,5.0,0.2
"Houston, USA",8360,652.0,357,419,284,32.0,0.6778042959427207
"Chandigarh, India",6143,648.0,373,436,230,22.0,0.5275229357798165
"Taitung City, Taiwan",3592,643.0,365,440,138,12.0,0.31363636363636366
"Cuernavaca, Mexico",9269,640.0,431,519,123,33.0,0.23699421965317918
"Hollywood, USA",8339,636.0,426,504,237,42.0,0.47023809523809523
"Batu Ferringhi, Malaysia",9247,634.0,446,517,128,35.0,0.24758220502901354
"Puerto del Carmen, Spain",5537,634.0,381,445,171,21.0,0.3842696629213483
"Goiânia, Brazil",7329,631.0,316,379,116,30.0,0.30606860158311344
"Cabo San Lucas, Mexico",7858,631.0,364,423,123,30.0,0.2907801418439716
"Kemer, Turkey",7039,627.0,522,570,157,27.0,0.2754385964912281
"Sapanca, Turkey",5784,620.0,382,407,78,25.0,0.19164619164619165
"Cesme, Turkey",8842,615.0,444,489,140,58.0,0.28629856850715746
"Pisa, Italy",6911,613.0,251,291,176,45.0,0.6048109965635738
"Karpacz , Poland",4199,612.0,391,437,193,14.0,0.4416475972540046
"Da Nang, Vietnam",8390,611.0,353,429,233,29.0,0.5431235431235432
"Palermo, Italy",8621,610.0,317,366,209,65.0,0.5710382513661202
"Salta City, Argentina",6981,609.0,350,406,184,27.0,0.45320197044334976
"Poznań, Poland",4380,607.0,314,356,184,17.0,0.5168539325842697
"Tampa, USA",8764,606.0,353,410,170,34.0,0.4146341463414634
"Fuengirola, Spain",5297,606.0,302,380,105,25.0,0.27631578947368424
"Bilbao, Spain",5574,602.0,325,377,93,24.0,0.246684350132626
"Marseille, France",6708,601.0,321,351,191,35.0,0.5441595441595442
"Imbituba, Brazil",8448,600.0,392,439,204,40.0,0.4646924829157175
"Zaragoza, Spain",5413,600.0,295,352,101,24.0,0.2869318181818182
"Ise, Japan",2542,599.0,335,377,115,7.0,0.3050397877984085
"Bordeaux, France",4935,599.0,290,315,179,22.0,0.5682539682539682
"Killarney, Ireland",3733,597.0,370,416,77,14.0,0.18509615384615385
"Cayo Santa María, Cuba",7628,595.0,298,376,28,33.5,0.07446808510638298
"Serra Negra, Brazil",7444,592.0,493,549,113,25.0,0.2058287795992714
"Itacaré, Brazil",9964,589.0,391,471,138,34.0,0.2929936305732484
"Daman, India",4454,589.0,376,441,74,17.0,0.16780045351473924
"Zagreb, Croatia",4507,589.0,316,349,218,22.0,0.6246418338108882
"Nainital, India",8240,588.0,312,378,236,36.0,0.6243386243386243
"Manali, India",6647,584.0,345,394,273,27.0,0.6928934010152284
"Bolzano, Italy",3208,582.0,361,408,111,10.0,0.27205882352941174
"Abano Terme, Italy",3893,582.0,316,359,82,16.0,0.22841225626740946
"Takayama, Japan",2759,581.0,311,362,116,12.0,0.32044198895027626
"Jaisalmer, India",8196,581.0,335,408,225,32.0,0.5514705882352942
"Benalmadena, Spain",6050,580.0,328,386,146,29.0,0.37823834196891193
"Heidelberg, Germany",6552,579.0,282,321,112,36.0,0.34890965732087226
"Riga, Latvia",9471,579.0,305,354,164,60.0,0.4632768361581921
"Velingrad, Bulgaria",5288,577.0,360,408,68,23.0,0.16666666666666666
"Victoria, Canada",6098,575.0,277,312,99,35.0,0.3173076923076923
"Luebeck, Germany",5123,575.0,326,377,85,24.0,0.22546419098143236
"Newcastle, Australia",4218,573.0,283,328,143,17.0,0.43597560975609756
"Konya, Turkey",3628,571.0,215,254,51,20.0,0.20078740157480315
"Viña del Mar, Chile",4351,565.0,382,432,200,15.0,0.46296296296296297
"The Hague, Netherlands",5600,565.0,338,368,102,26.0,0.27717391304347827
"Nevsehir, Turkey",8027,563.0,319,361,162,44.0,0.4487534626038781
"Beppu, Japan",3439,561.0,309,369,124,16.0,0.33604336043360433
"Sasebo, Japan",1676,560.0,266,328,44,4.0,0.13414634146341464
"Zlatibor, Serbia",2646,559.0,384,421,127,10.0,0.3016627078384798
"Cabo de Santo Agostinho, Brazil",5586,559.0,420,478,113,21.0,0.23640167364016737
"Genoa, Italy",5134,559.0,220,246,189,30.0,0.7682926829268293
"Geneva, Switzerland",5698,558.0,301,354,134,27.0,0.3785310734463277
"Ahmedabad, India",5252,558.0,341,404,247,23.0,0.6113861386138614
"Ribeirão Preto, Brazil",8000,558.0,283,362,63,32.0,0.17403314917127072
"Canoa Quebrada, Brazil",6716,558.0,317,374,89,36.0,0.23796791443850268
"Karuizawa, Japan",2629,557.0,318,376,87,9.0,0.23138297872340424
"San Juan, Puerto Rico",7956,555.0,303,341,176,41.0,0.5161290322580645
"Jakarta, Indonesia",5576,553.0,316,387,339,24.0,0.875968992248062
"Quezon City, Philippines",4365,553.0,379,417,156,22.0,0.37410071942446044
"Tamandaré, Brazil",5704,553.0,396,450,83,25.0,0.18444444444444444
"Utsunomiya, Japan",1667,552.0,239,292,41,5.0,0.1404109589041096
"Rio Quente, Brazil",5634,552.0,365,426,86,28.0,0.20187793427230047
"Livigno, Italy",4438,549.0,313,350,140,19.0,0.4
"Sibiu, Romania",2376,549.0,298,329,143,9.0,0.43465045592705165
"Villa De Leyva, Colombia",4439,546.0,311,335,122,21.0,0.3641791044776119
"Salerno, Italy",2729,546.0,262,303,182,10.0,0.6006600660066007
"Coffs Harbour, Australia",5562,545.0,264,322,111,27.0,0.3447204968944099
"Kodaikanal, India",6149,542.0,273,311,140,29.0,0.45016077170418006
"Saitama, Japan",2018,542.0,287,321,97,6.0,0.30218068535825543
"Taupo, New Zealand",5164,541.0,266,302,95,32.0,0.31456953642384106
"Oxford, United Kingdom",4070,540.0,334,362,126,16.0,0.34806629834254144
"Bandung, Indonesia",7459,539.0,301,371,265,40.0,0.7142857142857143
"Salamanca, Spain",5608,539.0,280,325,101,26.5,0.31076923076923074
"Nashik, India",3755,537.0,316,344,146,18.0,0.42441860465116277
"Rimini, Italy",5321,536.0,340,381,268,35.0,0.7034120734908137
"Cusco, Peru",7130,535.0,300,333,305,36.0,0.9159159159159159
"Nha Trang, Vietnam",7011,535.0,323,387,233,27.0,0.6020671834625323
"Hanoi, Vietnam",9629,534.0,314,364,353,51.0,0.9697802197802198
"Cozumel, Mexico",10523,534.0,336,423,77,49.0,0.18203309692671396
"Krabi, Thailand",8693,530.0,355,416,283,35.0,0.6802884615384616
"Valle de Bravo, Mexico",7539,529.0,376,424,80,36.0,0.18867924528301888
"Mazamitla, Mexico",5392,529.0,445,481,40,17.0,0.08316008316008316
"Reno, USA",3104,526.0,288,346,55,12.0,0.15895953757225434
"Adana, Turkey",4549,526.0,243,281,61,25.0,0.21708185053380782
"Munnar, India",6880,526.0,283,342,220,36.0,0.6432748538011696
"Imbassai, Brazil",7000,523.0,389,460,98,29.0,0.21304347826086956
"Ouro Preto, Brazil",6163,522.0,339,382,107,34.0,0.2801047120418848
"Panama City Beach, USA",4325,520.0,268,322,229,24.0,0.7111801242236024
"Gangtok, India",5787,520.0,277,316,189,30.0,0.5981012658227848
"Cork, Ireland",2771,518.0,323,369,64,11.0,0.17344173441734417
"Calgary, Canada",4055,517.0,321,359,111,22.0,0.30919220055710306
"Pirenópolis, Brazil",4781,517.0,370,415,104,19.0,0.25060240963855424
"Agra, India",4556,516.0,306,344,177,17.0,0.5145348837209303
"Mussoorie, India",6478,513.0,262,316,206,30.0,0.6518987341772152
"Sopot, Poland",3124,512.0,313,354,140,14.0,0.3954802259887006
"Salou, Spain",5112,510.0,302,333,180,29.5,0.5405405405405406
"Branson, USA",7076,510.0,235,297,211,47.0,0.7104377104377104
"Visakhapatnam, India",3534,509.0,267,315,136,14.0,0.43174603174603177
"Zacatecas, Mexico",5012,508.0,291,356,53,25.0,0.14887640449438203
"Whistler, Canada",4944,507.0,259,304,84,26.0,0.27631578947368424
"Shizuoka, Japan",1797,507.0,346,387,97,5.0,0.25064599483204136
"Winterberg, Germany",4125,506.0,334,365,139,16.0,0.38082191780821917
"Sheffield, United Kingdom",3717,506.0,291,336,89,14.0,0.2648809523809524
"Broadbeach, Australia",5093,505.0,309,352,153,25.0,0.4346590909090909
"Montego Bay, Jamaica",6556,503.0,321,380,86,29.0,0.22631578947368422
"Kochi, India",4787,503.0,290,317,266,22.0,0.8391167192429022
"Nagasaki, Japan",2165,500.0,295,328,82,8.0,0.25
"Marbella, Spain",6608,500.0,302,343,132,42.0,0.3848396501457726
"Johannesburg, South Africa",4714,500.0,359,394,218,21.0,0.5532994923857868
"Aachen, Germany",4832,499.0,261,292,77,24.0,0.2636986301369863
"Hammamet, Tunisia",4827,497.0,255,312,77,26.0,0.2467948717948718
"Panaji, India",4993,496.0,318,362,213,24.0,0.5883977900552486
"Sun-City, South Africa",3351,493.0,325,344,34,21.0,0.09883720930232558
"Da Lat, Vietnam",4206,492.0,277,306,202,22.0,0.6601307189542484
"Byron Bay, Australia",6391,492.0,314,349,164,23.0,0.4699140401146132
"Koh Chang, Thailand",9779,491.0,216,260,173,63.0,0.6653846153846154
"Nakhon Ratchasima, Thailand",4444,491.0,312,363,203,18.0,0.559228650137741
"Candolim, India",5882,490.0,380,418,250,22.0,0.5980861244019139
"Yogyakarta, Indonesia",7255,490.0,242,310,333,44.0,1.0741935483870968
"Hamamatsu, Japan",1720,489.0,253,288,70,6.0,0.24305555555555555
"Aguascalientes, Mexico",5954,489.0,235,309,55,30.0,0.1779935275080906
"Rosario, Argentina",5175,488.0,291,339,101,23.0,0.29793510324483774
"Funchal, Portugal",7411,487.0,275,327,179,39.0,0.5474006116207951
"Scheveningen, Netherlands",3754,487.0,347,375,58,15.0,0.15466666666666667
"Gero, Japan",1992,486.0,255,296,44,9.0,0.14864864864864866
"San Sebastián, Spain",4389,486.0,295,334,160,18.0,0.47904191616766467
"Beijing, China",4796,485.0,265,299,284,29.0,0.9498327759197325
"Hengchun Township, Taiwan",2394,483.0,271,329,155,10.0,0.47112462006079026
"Iloilo City, Philippines",2785,480.0,238,281,65,17.0,0.2313167259786477
"Cali, Colombia",6242,479.0,307,349,159,35.0,0.45558739255014324
"Katra, India",2764,476.0,239,275,120,13.0,0.43636363636363634
"Southampton, United Kingdom",2540,476.0,244,274,72,11.0,0.26277372262773724
"Matera, Italy",3400,474.0,235,263,179,20.0,0.6806083650190115
"Naples, USA",5843,471.0,274,355,93,31.0,0.2619718309859155
"Asheville, USA",3989,471.0,256,295,98,23.0,0.33220338983050846
"Playa de Palma, Spain",3890,470.0,298,344,125,21.0,0.3633720930232558
"Szklarska Poreba , Poland",3450,470.0,260,306,147,18.0,0.4803921568627451
"Phuket-Town, Thailand",5845,469.0,334,383,336,30.0,0.8772845953002611
"Desaru, Malaysia",3954,469.0,335,393,16,15.0,0.04071246819338423
"Freiburg, Germany",4576,465.0,254,289,109,29.0,0.3771626297577855
"Antigua Guatemala, Guatemala",3154,465.0,225,253,146,19.0,0.5770750988142292
"Austin, USA",5350,464.0,272,311,195,25.0,0.6270096463022508
"Kitakyushu, Japan",1670,463.0,248,279,62,6.0,0.2222222222222222
"Darjeeling, India",4374,462.0,242,279,154,26.0,0.5519713261648745
"Ayvalık, Turkey",6102,461.0,210,248,119,51.0,0.4798387096774194
"Utrecht, Netherlands",4150,461.0,267,294,84,23.0,0.2857142857142857
"Puerto de la Cruz, Spain",5182,461.0,253,294,114,29.0,0.3877551020408163
"Umhlanga, South Africa",5566,460.0,275,314,120,42.0,0.3821656050955414
"Münster, Germany",3045,460.0,283,310,60,13.0,0.1935483870967742
"Ubud, Indonesia",11460,460.0,261,286,284,81.0,0.993006993006993
"Barranquilla, Colombia",5854,458.0,285,327,107,37.0,0.327217125382263
"Máncora, Peru",5842,458.0,280,307,84,43.5,0.2736156351791531
"Itapema, Brazil",5320,458.0,402,443,154,22.0,0.3476297968397291
"Ghent, Belgium",5063,457.0,299,331,85,27.0,0.256797583081571
"Shima, Japan",1572,456.0,230,258,94,7.0,0.3643410852713178
"Kiev, Ukraine",4940,455.0,221,263,208,30.0,0.7908745247148289
"Rincón de Guayabitos, Mexico",4303,454.0,372,427,72,15.0,0.1686182669789227
"Çanakkale, Turkey",3890,454.0,206,235,108,30.0,0.4595744680851064
"Boca del Rio, Mexico",7396,453.0,257,311,81,53.5,0.2604501607717042
"Potsdam, Germany",3512,452.0,235,264,80,28.0,0.30303030303030304
"Guangzhou, China",4757,452.0,260,305,316,30.0,1.0360655737704918
"Karon Beach, Thailand",5879,451.0,304,353,163,32.0,0.46175637393767704
"São Lourenço, Brazil",4174,449.0,288,340,60,19.0,0.17647058823529413
"Aquiraz, Brazil",5384,447.0,301,349,129,29.0,0.36962750716332377
"San Cristobal de las Casas, Mexico",11976,447.0,297,331,156,83.0,0.47129909365558914
"Trabzon, Turkey",5461,447.0,202,231,124,39.0,0.5367965367965368
"Sinaia, Romania",2452,445.0,293,319,115,10.0,0.3605015673981191
"Legian, Indonesia",4814,442.0,291,329,146,26.0,0.44376899696048633
"Vila Velha, Brazil",5112,442.0,253,305,80,27.0,0.26229508196721313
"Lucknow, India",2736,442.0,254,297,154,11.0,0.5185185185185185
"Belém do Pará, Brazil",5092,441.0,224,264,57,34.0,0.2159090909090909
"Garopaba, Brazil",5230,440.0,293,341,144,22.0,0.4222873900293255
"Jiaoxi Township, Taiwan",2880,439.0,279,326,113,12.0,0.34662576687116564
"Digha, India",1989,439.0,256,282,98,8.0,0.3475177304964539
"Daytona Beach, USA",5422,437.0,232,289,112,30.0,0.3875432525951557
"Savannah, USA",6269,435.0,266,320,140,29.0,0.4375
"Nagano, Japan",1668,434.0,293,340,103,5.0,0.3029411764705882
"Port Blair, India",4352,434.0,230,290,142,23.0,0.4896551724137931
"Toledo, Spain",3960,434.0,258,283,90,23.0,0.31802120141342755
"Lille, France",4616,433.0,223,254,125,26.0,0.4921259842519685
"Toyooka, Japan",1390,433.0,259,294,94,5.0,0.3197278911564626
"Maspalomas, Spain",4731,432.0,292,365,155,20.0,0.4246575342465753
"Waikiki, USA",4560,431.0,220,259,135,30.0,0.5212355212355212
"Atibaia, Brazil",5066,430.0,403,452,55,25.0,0.12168141592920353
"Portland, USA",5664,428.0,263,303,168,32.0,0.5544554455445545
"Matsue, Japan",1158,426.0,221,262,48,4.0,0.183206106870229
"Tepoztlán, Mexico",3447,425.0,272,311,96,19.0,0.3086816720257235
"Tijuana, Mexico",4711,424.0,233,269,72,41.0,0.26765799256505574
"Narita, Japan",1749,422.0,225,251,30,9.0,0.11952191235059761
"Vung Tau, Vietnam",3133,422.0,257,282,169,15.0,0.599290780141844
"Kota Bharu, Malaysia",3189,422.0,233,306,110,14.0,0.35947712418300654
"Cumbuco, Brazil",4783,421.0,312,340,76,24.0,0.2235294117647059
"Harrogate, United Kingdom",2547,421.0,276,300,77,12.0,0.25666666666666665
"Erding, Germany",2453,420.0,243,264,54,14.0,0.20454545454545456
"Lapu-Lapu, Philippines",4915,420.0,226,278,139,42.0,0.5
"Bonn, Germany",2926,420.0,228,258,96,17.0,0.37209302325581395
"Guaratuba, Brazil",3400,418.0,337,371,42,15.0,0.11320754716981132
"Denver, USA",5263,418.0,256,278,143,31.0,0.5143884892086331
"Melgar, Colombia",4052,418.0,291,323,61,23.0,0.18885448916408668
"Pinamar, Argentina",3922,415.0,257,297,111,17.0,0.37373737373737376
"Girne, Cyprus",3807,414.0,239,270,88,26.0,0.32592592592592595
"Palm Springs, USA",7078,414.0,280,326,125,38.0,0.3834355828220859
"Lloret de Mar, Spain",2887,412.0,233,274,141,15.0,0.5145985401459854
"Putrajaya, Malaysia",3682,411.0,261,315,67,22.0,0.2126984126984127
"Erfurt, Germany",2707,410.0,278,302,92,15.0,0.304635761589404
"Honfleur, France",4446,408.0,332,346,76,22.0,0.21965317919075145
"Ganpatipule, India",1279,407.0,166,205,64,7.0,0.3121951219512195
"Darwin, Australia",2948,406.0,175,205,66,19.0,0.32195121951219513
"Ao Nang, Thailand",6256,406.0,252,297,195,42.0,0.6565656565656566
"Kolhapur, India",2789,406.0,224,270,105,14.0,0.3888888888888889
"Taiping, Malaysia",3227,401.0,213,269,42,17.0,0.15613382899628253
"Eindhoven, Netherlands",2840,401.0,247,272,54,12.0,0.19852941176470587
"Pachmarhi, India",2592,401.0,181,229,68,12.0,0.29694323144104806
"Cyberjaya, Malaysia",3037,400.0,268,335,64,15.0,0.191044776119403
"Edirne, Turkey",3407,399.0,201,253,45,21.0,0.17786561264822134
"Petaling Jaya, Malaysia",4003,399.0,274,325,202,20.0,0.6215384615384615
"El Nido, Philippines",4063,398.0,159,196,137,33.0,0.6989795918367347
"Balabag, Philippines",4344,397.0,272,329,136,21.0,0.4133738601823708
"Malmö, Sweden",3037,396.0,211,256,42,22.0,0.1640625
"Fujikawaguchiko, Japan",2436,396.0,252,283,125,16.0,0.4416961130742049
"Miri, Malaysia",2517,395.0,170,233,72,15.0,0.3090128755364807
"Noosa, Australia",5485,393.0,252,281,123,31.0,0.4377224199288256
"Kawasaki, Japan",1622,391.0,205,229,106,8.0,0.462882096069869
"Trento, Italy",3307,391.0,214,236,107,21.0,0.4533898305084746
"Zermatt, Switzerland",6620,391.0,249,282,157,39.0,0.5567375886524822
"Samsun, Turkey",2602,391.0,155,173,58,20.0,0.3352601156069364
"Ostend, Belgium",2924,391.0,230,258,62,21.0,0.24031007751937986
"Aberdeen, United Kingdom",2503,390.0,196,224,80,15.0,0.35714285714285715
"Kuwana, Japan",1451,389.0,254,281,67,5.0,0.23843416370106763
"Laughlin, USA",1857,389.0,220,264,21,11.0,0.07954545454545454
"Jasper, Canada",2803,389.0,202,243,38,16.0,0.15637860082304528
"Ensenada, Mexico",3817,389.0,220,253,96,23.0,0.3794466403162055
"Brno, Czech Republic",2747,387.0,188,216,118,18.0,0.5462962962962963
"Nasu, Japan",1303,386.0,215,253,73,6.0,0.2885375494071146
"Toba, Japan",1223,386.0,198,231,81,6.0,0.35064935064935066
"Matsumoto, Japan",1334,384.0,220,254,90,5.0,0.3543307086614173
"Otsu, Japan",1731,384.0,282,315,115,7.0,0.36507936507936506
"Santo Domingo, Dominican Republic",3938,383.0,214,244,112,26.0,0.45901639344262296
"Port Douglas, Australia",6395,383.0,201,232,99,51.0,0.4267241379310345
"Dubrovnik, Croatia",3946,382.0,207,231,204,30.0,0.8831168831168831
"Nusa Dua, Indonesia",7772,381.0,262,299,119,53.0,0.3979933110367893
"Thiruvananthapuram, India",2333,380.0,198,225,116,14.0,0.5155555555555555
"Guayaquil, Ecuador",3729,379.0,181,213,110,33.0,0.5164319248826291
"Mangaratiba, Brazil",5882,378.0,284,313,92,42.0,0.2939297124600639
"Sedona, USA",4135,378.0,191,228,94,33.0,0.41228070175438597
"Gurgaon, India",3131,377.0,238,268,189,19.0,0.7052238805970149
"Coventry, United Kingdom",1790,374.0,208,232,64,8.0,0.27586206896551724
"Lviv, Ukraine",2408,373.0,203,232,150,20.0,0.646551724137931
"Toulouse, France",3248,372.0,208,224,141,20.0,0.6294642857142857
"São José do Rio Preto, Brazil",3428,371.0,185,219,34,27.0,0.1552511415525114
"Dapoli, India",1907,371.0,177,212,80,14.0,0.37735849056603776
"Manaus, Brazil",4584,370.0,204,254,80,23.0,0.31496062992125984
"Oita, Japan",2078,369.0,220,270,74,10.0,0.2740740740740741
"Valkenburg aan de Geul, Netherlands",3236,368.0,249,282,91,20.0,0.32269503546099293
"Bartin, Turkey",2813,368.0,162,188,38,21.0,0.20212765957446807
"Kata Beach, Thailand",4766,366.0,214,255,187,32.0,0.7333333333333333
"Joinville, Brazil",4174,366.0,222,270,48,34.0,0.17777777777777778
"Varanasi, India",2754,366.0,235,264,175,13.0,0.6628787878787878
"Iquique, Chile",2599,365.0,237,263,80,14.0,0.3041825095057034
"Cannes, France",4502,365.0,212,234,131,53.0,0.5598290598290598
"Brooklyn, USA",3349,363.0,233,266,120,21.0,0.45112781954887216
"Sorrento, Italy",6145,363.0,200,233,156,54.0,0.6695278969957081
